timestamp,service,metric,value,unit
2026-05-07T19:00:00,db-primary,error_rate,0.8,percent
2026-05-07T19:00:00,db-primary,p95_latency,188.1,ms
2026-05-07T19:00:00,db-primary,connections,55.1,count
2026-05-07T19:00:00,db-primary,query_p95,17.1,ms
2026-05-07T19:00:00,auth,requests_per_min,1772.1,count
2026-05-07T19:00:00,auth,error_rate,1.0,percent
2026-05-07T19:00:00,auth,p95_latency,219.8,ms
2026-05-07T19:00:00,auth,connections,50.9,count
2026-05-07T19:00:00,auth,query_p95,15.6,ms
2026-05-07T19:00:00,queue,requests_per_min,1332.3,count
2026-05-07T19:00:00,queue,error_rate,0.9,percent
2026-05-07T19:00:00,queue,p95_latency,194.9,ms
2026-05-07T19:00:00,queue,connections,40.6,count
2026-05-07T19:00:00,queue,query_p95,14.0,ms
2026-05-07T19:00:00,cache,requests_per_min,1607.5,count
2026-05-07T19:00:00,cache,error_rate,1.0,percent
2026-05-07T19:00:00,cache,p95_latency,173.2,ms
2026-05-07T19:00:00,cache,connections,49.3,count
2026-05-07T19:00:00,cache,query_p95,12.8,ms
2026-05-07T20:00:00,api-gateway,requests_per_min,1573.4,count
2026-05-07T20:00:00,api-gateway,error_rate,0.8,percent
2026-05-07T20:00:00,api-gateway,p95_latency,191.5,ms
2026-05-07T20:00:00,api-gateway,connections,51.3,count
2026-05-07T20:00:00,api-gateway,query_p95,12.2,ms
2026-05-07T20:00:00,db-primary,requests_per_min,1585.6,count
2026-05-07T20:00:00,db-primary,error_rate,0.9,percent
2026-05-07T20:00:00,db-primary,p95_latency,196.9,ms
2026-05-07T20:00:00,db-primary,connections,41.0,count
2026-05-07T20:00:00,db-primary,query_p95,14.3,ms
2026-05-07T20:00:00,auth,requests_per_min,1327.0,count
2026-05-07T20:00:00,auth,error_rate,0.9,percent
2026-05-07T20:00:00,auth,p95_latency,220.9,ms
2026-05-07T20:00:00,auth,connections,47.6,count
2026-05-07T20:00:00,auth,query_p95,16.5,ms
2026-05-07T20:00:00,queue,requests_per_min,1699.2,count
2026-05-07T20:00:00,queue,error_rate,0.9,percent
2026-05-07T20:00:00,queue,p95_latency,166.6,ms
2026-05-07T20:00:00,queue,connections,40.4,count
2026-05-07T20:00:00,queue,query_p95,15.2,ms
2026-05-07T20:00:00,cache,requests_per_min,1799.9,count
2026-05-07T20:00:00,cache,error_rate,0.9,percent
2026-05-07T20:00:00,cache,p95_latency,212.0,ms
2026-05-07T20:00:00,cache,connections,55.6,count
2026-05-07T20:00:00,cache,query_p95,15.9,ms
2026-05-07T21:00:00,api-gateway,requests_per_min,1652.5,count
2026-05-07T21:00:00,api-gateway,error_rate,1.2,percent
2026-05-07T21:00:00,api-gateway,p95_latency,175.9,ms
2026-05-07T21:00:00,api-gateway,connections,40.4,count
2026-05-07T21:00:00,api-gateway,query_p95,12.9,ms
2026-05-07T21:00:00,db-primary,requests_per_min,1275.7,count
2026-05-07T21:00:00,db-primary,error_rate,1.1,percent
2026-05-07T21:00:00,db-primary,p95_latency,205.1,ms
2026-05-07T21:00:00,db-primary,connections,44.4,count
2026-05-07T21:00:00,db-primary,query_p95,16.2,ms
2026-05-07T21:00:00,auth,requests_per_min,1660.1,count
2026-05-07T21:00:00,auth,error_rate,0.9,percent
2026-05-07T21:00:00,auth,p95_latency,208.6,ms
2026-05-07T21:00:00,auth,connections,55.0,count
2026-05-07T21:00:00,auth,query_p95,12.7,ms
2026-05-07T21:00:00,queue,requests_per_min,1691.6,count
2026-05-07T21:00:00,queue,error_rate,1.2,percent
2026-05-07T21:00:00,queue,p95_latency,168.6,ms
2026-05-07T21:00:00,queue,connections,40.5,count
2026-05-07T21:00:00,queue,query_p95,13.9,ms
2026-05-07T21:00:00,cache,requests_per_min,1606.4,count
2026-05-07T21:00:00,cache,error_rate,1.2,percent
2026-05-07T21:00:00,cache,p95_latency,191.7,ms
2026-05-07T21:00:00,cache,connections,54.3,count
2026-05-07T21:00:00,cache,query_p95,12.5,ms
2026-05-07T22:00:00,api-gateway,requests_per_min,1614.4,count
2026-05-07T22:00:00,api-gateway,error_rate,1.1,percent
2026-05-07T22:00:00,api-gateway,p95_latency,168.2,ms
2026-05-07T22:00:00,api-gateway,connections,55.4,count
2026-05-07T22:00:00,api-gateway,query_p95,17.1,ms
2026-05-07T22:00:00,db-primary,requests_per_min,1560.2,count
2026-05-07T22:00:00,db-primary,error_rate,0.8,percent
2026-05-07T22:00:00,db-primary,p95_latency,238.7,ms
2026-05-07T22:00:00,db-primary,connections,55.7,count
2026-05-07T22:00:00,db-primary,query_p95,14.1,ms
2026-05-07T22:00:00,auth,requests_per_min,1457.0,count
2026-05-07T22:00:00,auth,error_rate,0.9,percent
2026-05-07T22:00:00,auth,p95_latency,200.5,ms
2026-05-07T22:00:00,auth,connections,46.8,count
2026-05-07T22:00:00,auth,query_p95,17.1,ms
2026-05-07T22:00:00,queue,requests_per_min,1693.4,count
2026-05-07T22:00:00,queue,error_rate,0.8,percent
2026-05-07T22:00:00,queue,p95_latency,236.9,ms
2026-05-07T22:00:00,queue,connections,52.7,count
2026-05-07T22:00:00,queue,query_p95,17.0,ms
2026-05-07T22:00:00,cache,requests_per_min,1624.4,count
2026-05-07T22:00:00,cache,error_rate,1.0,percent
2026-05-07T22:00:00,cache,p95_latency,218.7,ms
2026-05-07T22:00:00,cache,connections,59.3,count
2026-05-07T22:00:00,cache,query_p95,13.6,ms
2026-05-07T23:00:00,api-gateway,requests_per_min,1684.9,count
2026-05-07T23:00:00,api-gateway,error_rate,1.0,percent
2026-05-07T23:00:00,api-gateway,p95_latency,198.7,ms
2026-05-07T23:00:00,api-gateway,connections,48.7,count
2026-05-07T23:00:00,api-gateway,query_p95,16.4,ms
2026-05-07T23:00:00,db-primary,requests_per_min,1361.0,count
2026-05-07T23:00:00,db-primary,error_rate,1.1,percent
2026-05-07T23:00:00,db-primary,p95_latency,226.5,ms
2026-05-07T23:00:00,db-primary,connections,41.7,count
2026-05-07T23:00:00,db-primary,query_p95,17.3,ms
2026-05-07T23:00:00,auth,requests_per_min,1346.3,count
2026-05-07T23:00:00,auth,error_rate,1.0,percent
2026-05-07T23:00:00,auth,p95_latency,208.8,ms
2026-05-07T23:00:00,auth,connections,47.6,count
2026-05-07T23:00:00,auth,query_p95,12.2,ms
2026-05-07T23:00:00,queue,requests_per_min,1710.6,count
2026-05-07T23:00:00,queue,error_rate,0.9,percent
2026-05-07T23:00:00,queue,p95_latency,177.0,ms
2026-05-07T23:00:00,queue,connections,56.0,count
2026-05-07T23:00:00,queue,query_p95,14.0,ms
2026-05-07T23:00:00,cache,requests_per_min,1728.2,count
2026-05-07T23:00:00,cache,error_rate,1.1,percent
2026-05-07T23:00:00,cache,p95_latency,182.1,ms
2026-05-07T23:00:00,cache,connections,40.2,count
2026-05-07T23:00:00,cache,query_p95,17.7,ms
